name,birthYear,birthDate,gender,birthplace
Wilf Talbot,1897-01-01T00:00:00+02:00,1897-06-03,male,{Canada|Montreal|Quebec}
Emory Sparrow,1898-01-01T00:00:00+02:00,1898-09-15,male,{Manitoba|Hartney Manitoba|Canada}
Ernie Anderson (ice hockey),1898-01-01T00:00:00+02:00,1898-12-09,male,{Manitoba|Canada|Rural Municipality of St. Clements}
Magnus Goodman,1898-01-01T00:00:00+02:00,1898-03-18,male,{Manitoba|Winnipeg|Canada}
Haldor Halderson,1898-01-01T00:00:00+02:00,1898-01-07,male,{Manitoba|Winnipeg|Canada}
Hammy Gillespie,1898-01-01T00:00:00+02:00,1898-08-23,male,{Manitoba|Winnipeg|Canada}
Rube Brandow,1898-01-01T00:00:00+02:00,1898-10-16,male,{Manitoba|Canada|Selkirk Manitoba}
Mickey McGuire (ice hockey),1898-01-01T00:00:00+02:00,1898-07-07,male,{Ontario|Gravenhurst Ontario|Canada}
Mickey Murray,1898-01-01T00:00:00+02:00,1898-10-14,,{Ontario|Canada|Peterborough Ontario}
Stan Brown (ice hockey),1898-01-01T00:00:00+02:00,1898-05-09,male,{Ontario|North Bay Ontario|Canada}
Stan Jackson,1898-01-01T00:00:00+02:00,1898-08-27,male,{Nova Scotia|Parrsboro|Canada}
Harry Oliver (ice hockey),1898-01-01T00:00:00+02:00,1898-10-26,male,{Manitoba|Canada|Selkirk Manitoba}
Babe Dye,1898-01-01T00:00:00+02:00,1898-05-13,male,{Hamilton Ontario|Ontario|Canada}
Syd Desireau,1898-01-01T00:00:00+02:00,1898-03-30,male,{British Columbia|Canada|Nelson British Columbia}
George Hay (ice hockey),1898-01-01T00:00:00+02:00,1898-01-10,male,{Ontario|Listowel Ontario|Canada}
Bill Brydge,1898-01-01T00:00:00+02:00,1898-10-23,male,{Ontario|Renfrew Ontario|Canada}
Billy Boyd (ice hockey),1898-01-01T00:00:00+02:00,1898-05-15,male,{Ontario|Belleville Ontario|Canada}
Charley McVeigh,1898-01-01T00:00:00+02:00,1898-03-29,male,{Ontario|Kenora|Canada}
Ching Johnson,1898-01-01T00:00:00+02:00,1898-12-07,male,{Manitoba|Winnipeg|Canada}
Chris Fridfinnson,1898-01-01T00:00:00+02:00,1898-06-14,male,{Manitoba|Canada|Baldur Manitoba}
Joseph Anthony Miller,1898-01-01T00:00:00+02:00,1898-10-06,male,{Ontario|South Dundas Ontario|Canada}
Jack Arbour,1899-01-01T00:00:00+02:00,1899-03-07,male,{Ontario|Canada|Tay Ontario}
Herb Stuart,1899-01-01T00:00:00+02:00,1899-03-30,male,{Ontario|Brantford|Canada}
Rene Lafleur,1899-01-01T00:00:00+02:00,1899-03-21,,{Ontario|Ottawa|Canada}
Bill Carson (ice hockey),1899-01-01T00:00:00+02:00,1899-11-25,male,{Ontario|Bracebridge Ontario|Canada}
Bill Holmes,1899-01-01T00:00:00+02:00,1899-03-09,,{Manitoba|Portage la Prairie|Canada}
Billy Boucher,1899-01-01T00:00:00+02:00,1899-11-10,,{Ontario|Ottawa|Canada}
Bob Davis (ice hockey),1899-01-01T00:00:00+02:00,1899-02-02,,{Lachine Quebec|Canada|Quebec}
Allan Woodman,1899-01-01T00:00:00+02:00,1899-03-11,male,{Manitoba|Winnipeg|Canada}
Hib Milks,1899-01-01T00:00:00+02:00,1899-04-01,,{Pontiac Quebec|Canada|Quebec}
Samuel Rothschild,1899-01-01T00:00:00+02:00,1899-10-16,male,{Ontario|Canada|Greater Sudbury}
Hal Hicks,1900-01-01T00:00:00+02:00,1900-12-10,male,{Sillery Quebec City|Canada|Quebec}
Fred Gordon,1900-01-01T00:00:00+02:00,1900-05-06,male,{Saskatchewan|Canada|Fleming Saskatchewan}
Pete Bellefeuille,1900-01-01T00:00:00+02:00,1900-10-16,,{Trois-Rivières|Canada|Quebec}
Roy Worters,1900-01-01T00:00:00+02:00,1900-10-19,,{Ontario|Toronto|Canada}
Stan Crossett,1900-01-01T00:00:00+02:00,1900-04-18,,{Ontario|Tillsonburg|Canada}
Duke McCurry,1900-01-01T00:00:00+02:00,1900-06-13,male,{Ontario|Toronto|Canada}
Earl Campbell (ice hockey),1900-01-01T00:00:00+02:00,1900-07-23,male,{Canada|Buckingham Quebec|Quebec}
Reg Mackey,1900-01-01T00:00:00+02:00,1900-05-07,male,{Ontario|North Gower Township Ontario|Canada}
Billy Stuart,1900-01-01T00:00:00+02:00,1900-02-01,male,{Ontario|Toronto|Canada}
Alva Sibbetts,1900-01-01T00:00:00+02:00,1900-12-29,male,{Manitoba|Canada|Forest_Manitoba}
Lorne Chabot,1900-01-01T00:00:00+02:00,1900-10-05,male,{Canada|Montreal|Quebec}
Wilfred White (ice hockey),1900-01-01T00:00:00+02:00,1900-06-26,,{Ontario|Canada|Erin Ontario}
John Ross Roach,1900-01-01T00:00:00+02:00,1900-06-23,male,{Ontario|Port Perry|Canada}
Gord McFarlane,1901-01-01T00:00:00+02:00,1901-07-18,male,{Manitoba|Snow Lake Manitoba|Canada}
Roland Paulhus,1901-01-01T00:00:00+02:00,1901-09-01,male,{Sorel-Tracy|Canada|Quebec}
Hap Day,1901-01-01T00:00:00+02:00,1901-06-01,male,{Ontario|Owen Sound|Canada}
Aurèle Joliat,1901-01-01T00:00:00+02:00,1901-08-29,,{Ontario|Ottawa|Canada}
Albert Hughes (ice hockey),1901-01-01T00:00:00+02:00,1901-05-13,male,{Ontario|Guelph|Canada}
George Owen (ice hockey),1901-01-01T00:00:00+02:00,1901-02-12,male,{Hamilton Ontario|Ontario|Canada}
Lionel Hitchman,1901-01-01T00:00:00+02:00,1901-11-03,,{Ontario|Toronto|Canada}
Frank Boucher,1901-01-01T00:00:00+02:00,1901-10-07,,{Ontario|Ottawa|Canada}
Fred Lowrey,1902-01-01T00:00:00+02:00,1902-08-12,,{Ontario|Ottawa|Canada}
Gene Chouinard,1902-01-01T00:00:00+02:00,1902-01-05,,{Ontario|Ottawa|Canada}
Rolly Huard,1902-01-01T00:00:00+02:00,1902-09-06,male,{Ontario|Ottawa|Beauharnois Quebec|Canada|Quebec}
Mike Neville (ice hockey),1902-01-01T00:00:00+02:00,1902-10-11,male,{Ontario|Grand-Mère Quebec|Toronto|Canada|Quebec}
Harold Cotton (ice hockey),1902-01-01T00:00:00+02:00,1902-11-05,,{Ontario|Canada|Nanticoke Ontario}
Harold Darragh,1902-01-01T00:00:00+02:00,1902-09-13,male,{Ontario|Ottawa|Canada}
Eddie McCalmon,1902-01-01T00:00:00+02:00,1902-05-30,,{Ontario|Canada|Varney Ontario}
Eddie Shore,1902-01-01T00:00:00+02:00,1902-11-25,,{Saskatchewan|Canada|Fort Qu'Appelle}
Art Somers,1902-01-01T00:00:00+02:00,1902-01-19,male,{Manitoba|Winnipeg|Canada}
Albert Holway,1902-01-01T00:00:00+02:00,1902-09-24,,{Ontario|Toronto|Canada}
Albert Leduc,1902-01-01T00:00:00+02:00,1902-11-22,male,{Salaberry-de-Valleyfield|Canada|Quebec}
Alec Connell,1902-01-01T00:00:00+02:00,1902-02-08,,{Ontario|Ottawa|Canada}
Sylvio Mantha,1902-01-01T00:00:00+02:00,1902-04-14,,{Canada|Montreal|Quebec}
Bill Phillips (ice hockey),1902-01-01T00:00:00+02:00,1902-09-23,male,{Ontario|Canada|Carleton Place}
Jim Cain (ice hockey),1902-01-01T00:00:00+02:00,1902-02-01,male,{Ontario|Newmarket Ontario|Canada}
Frank Carson (ice hockey),1902-01-01T00:00:00+02:00,1902-01-12,male,{Ontario|Bracebridge Ontario|Canada}
Nels Stewart,1902-01-01T00:00:00+02:00,1902-12-29,male,{Canada|Montreal|Quebec}
Howie Morenz,1902-01-01T00:00:00+02:00,1902-09-21,male,{Ontario|Canada|Mitchell Ontario}
Hubert Davidson,1902-01-01T00:00:00+02:00,1902-06-08,male,{Saskatchewan|Canada|Indian Head Saskatchewan}
Johnny McKinnon,1902-01-01T00:00:00+02:00,1902-07-15,male,{Nova Scotia|Guysborough Nova Scotia|Canada}
Tiny Thompson,1903-01-01T00:00:00+02:00,1903-05-31,male,{British Columbia|Sandon British Columbia|Canada}
Ganton Scott,1903-01-01T00:00:00+02:00,1903-03-23,male,{Ontario|Toronto|Canada}
Doug Brennan,1903-01-01T00:00:00+02:00,1903-01-10,male,{Ontario|Canada|Peterborough Ontario}
Archie Wilcox,1903-01-01T00:00:00+02:00,1903-05-05,,{Canada|Montreal|Quebec}
Bun Cook,1903-01-01T00:00:00+02:00,1903-09-18,male,{Ontario|Canada|Kingston Ontario}
Leo Bourgeault,1903-01-01T00:00:00+02:00,1903-01-17,male,{Ontario|West Nipissing|Canada}
Frank Finnigan,1903-01-01T00:00:00+02:00,1903-07-09,male,{Canada|Quebec|Shawville Quebec}
Nick Wasnie,1903-01-01T00:00:00+02:00,1903-01-28,male,{Manitoba|Winnipeg|Canada}
Hooley Smith,1903-01-01T00:00:00+02:00,1903-01-07,male,{Ontario|Toronto|Canada}
Ace Bailey,1903-01-01T00:00:00+02:00,1903-07-03,,{Ontario|Bracebridge Ontario|Canada}
Werner Schnarr,1903-01-01T00:00:00+02:00,1903-03-23,male,{Ontario|Kitchener Ontario|Canada}
King Clancy,1903-01-01T00:00:00+02:00,1903-02-25,male,{Ontario|Ottawa|Canada}
Jack McVicar,1904-01-01T00:00:00+02:00,1904-06-04,male,{Ontario|Renfrew Ontario|Canada}
Stewart Adams,1904-01-01T00:00:00+02:00,1904-09-16,,{Alberta|Canada|Calgary}
Harry Connor,1904-01-01T00:00:00+02:00,1904-12-03,male,{Ontario|Ottawa|Canada}
Henry Maracle,1904-01-01T00:00:00+02:00,1904-09-08,male,{Ontario|Ayr Ontario|Canada}
Dutch Gainor,1904-01-01T00:00:00+02:00,1904-04-10,male,{Alberta|Canada|Calgary}
Babe Siebert,1904-01-01T00:00:00+02:00,1904-01-14,,{Ontario|Blandford-Blenheim|Canada}
Red Conn,1904-01-01T00:00:00+02:00,1904-10-25,male,{Manitoba|Hartney Manitoba|Canada}
René Boileau (ice hockey),1904-01-01T00:00:00+02:00,1904-05-18,,{Pointe-Claire|Canada|Quebec}
Rennison Manners,1904-01-01T00:00:00+02:00,1904-02-05,,{Ontario|Ottawa|Canada}
Alfie Moore,1904-01-01T00:00:00+02:00,1904-12-01,male,{Ontario|Toronto|Canada}
Robert Boucher,1904-01-01T00:00:00+02:00,1904-02-14,male,{Ontario|Ottawa|Canada}
George Horne (ice hockey),1904-01-01T00:00:00+02:00,1904-06-27,male,{Ontario|Canada|Greater Sudbury}
Murray Murdoch,1904-01-01T00:00:00+02:00,1904-05-19,male,{Ontario|Canada|Lucknow Ontario}
Marvin Wentworth,1904-01-01T00:00:00+02:00,1904-01-24,male,{Ontario|Grimsby Ontario|Canada}
Max Sutherland (ice hockey),1904-01-01T00:00:00+02:00,1904-04-03,male,{Saskatchewan|Grenfell Saskatchewan|Canada}
Hobie Kitchen,1904-01-01T00:00:00+02:00,1904-02-08,male,{Ontario|Newmarket Ontario|Canada}
Abbie Cox,1904-01-01T00:00:00+02:00,1904-07-19,male,{Ontario|London Ontario|Canada}
Cooney Weiland,1904-01-01T00:00:00+02:00,1904-11-05,male,{Ontario|Seaforth Ontario|Canada}
Paul Goodman (ice hockey),1905-01-01T00:00:00+02:00,1905-02-25,,{Manitoba|Canada|Selkirk Manitoba}
Roger Cormier,1905-01-01T00:00:00+02:00,1905-03-23,,{Canada|Montreal|Quebec}
Rosario Couture,1905-01-01T00:00:00+02:00,1905-07-24,male,{Manitoba|Saint Boniface Winnipeg|Canada}
Roy Burmister,1906-01-01T00:00:00+02:00,{1905-08-12|1906-08-12},male,{Ontario|Collingwood Ontario|Canada}
Russell Oatman,1905-01-01T00:00:00+02:00,1905-02-19,,{Ontario|Tillsonburg|Canada}
Henry Harris (ice hockey),1905-01-01T00:00:00+02:00,1905-04-28,male,{Ontario|Kenora|Canada}
Larry Aurie,1905-01-01T00:00:00+02:00,1905-02-08,,{Ontario|Canada|Greater Sudbury}
Earl Miller (ice hockey),1905-01-01T00:00:00+02:00,1905-09-12,male,{Saskatchewan|Regina Saskatchewan|Canada}
Bobby Burns (ice hockey),1905-01-01T00:00:00+02:00,1905-04-04,,{Ontario|Gore Bay Ontario|Canada}
Farrand Gillie,1905-01-01T00:00:00+02:00,1905-05-11,,{Ontario|Cornwall Ontario|Canada}
Frank Ingram,1905-01-01T00:00:00+02:00,1905-09-17,,{Saskatchewan|Craven Saskatchewan|Canada}
Frank Sheppard,1905-01-01T00:00:00+02:00,1905-10-19,male,{Canada|Montreal|Quebec}
Frank Steele,1905-01-01T00:00:00+02:00,1905-03-09,male,{Ontario|Niagara Falls Ontario|Canada}
Marty Barry,1905-01-01T00:00:00+02:00,1905-12-08,male,{Quebec City|Canada|Quebec}
Marty Burke,1905-01-01T00:00:00+02:00,1905-01-28,male,{Ontario|Toronto|Canada}
Gene Carrigan,1906-01-01T00:00:00+02:00,1906-07-05,male,{Alberta|Edmonton|Canada}
Paul Thompson (ice hockey b. 1906),1906-01-01T00:00:00+02:00,1906-11-02,male,{Alberta|Canada|Calgary}
Percy Jackson (ice hockey),1906-01-01T00:00:00+02:00,1906-09-21,male,{Alberta|Canmore Alberta|Canada}
Russ Blinco,1908-01-01T00:00:00+02:00,{1906-03-12|1908-03-12},,{Grand-Mère Quebec|Canada|Quebec}
Herbie Lewis (ice hockey),1906-01-01T00:00:00+02:00,1906-04-17,male,{Alberta|Canada|Calgary}
Ebbie Goodfellow,1906-01-01T00:00:00+02:00,1906-04-09,,{Ontario|Ottawa|Canada}
Joe Primeau,1906-01-01T00:00:00+02:00,1906-01-29,,{Ontario|Lindsay Ontario|Canada}
Al Murray (ice hockey),1906-01-01T00:00:00+02:00,1906-11-10,male,{Ontario|Canada|Stratford Ontario}
Dave Trottier,1906-01-01T00:00:00+02:00,1906-06-25,male,{Ontario|Toronto|Canada}
Gerry Lowrey,1906-01-01T00:00:00+02:00,1906-02-14,male,{Ontario|Ottawa|Canada}
Bert Burry,1906-01-01T00:00:00+02:00,1906-02-07,male,{Ontario|Toronto|Canada}
Vic Ripley,1906-01-01T00:00:00+02:00,1906-05-30,male,{Ontario|Rideau Lakes Ontario|Canada}
Jimmy Ward,1906-01-01T00:00:00+02:00,1906-09-01,,{Ontario|Canada|Fort William Ontario}
Melville Vail,1906-01-01T00:00:00+02:00,1906-07-05,male,{Ontario|Canada|Meaford Ontario}
Ernest Kenny,1907-01-01T00:00:00+02:00,1907-08-20,male,{Alberta|Canada|Vermilion Alberta}
Gord Brydson,1907-01-01T00:00:00+02:00,1907-01-03,male,{Ontario|Toronto|Canada}
Yip Foster,1907-01-01T00:00:00+02:00,1907-11-25,,{Ontario|Guelph|Canada}
Dit Clapper,1907-01-01T00:00:00+02:00,1907-02-09,,{Ontario|Newmarket Ontario|Canada}
Don McFadyen,1907-01-01T00:00:00+02:00,1907-03-24,male,{Alberta|Canada|Crossfield Alberta}
Hec Kilrea,1907-01-01T00:00:00+02:00,1907-06-11,male,{Ontario|Blackburn Hamlet|Canada}
Earl Robinson (ice hockey),1907-01-01T00:00:00+02:00,1907-03-11,,{Canada|Montreal|Quebec}
Art Alexandre,1907-01-01T00:00:00+02:00,1907-03-02,male,{Saint-Jean-sur-Richelieu|Canada|Quebec}
Georges Mantha,1907-01-01T00:00:00+02:00,1907-11-29,,{Lachine Quebec|Canada|Quebec}
Bud Cook,1907-01-01T00:00:00+02:00,{1907-11-15|1907-11-20},male,{Ontario|Canada|Kingston Ontario}
Bud Jarvis,1907-01-01T00:00:00+02:00,1907-12-07,male,{Ontario|Canada|Fort William Ontario}
Walter Buswell,1907-01-01T00:00:00+02:00,1907-11-06,,{Canada|Montreal|Quebec}
Allan Shields,1907-01-01T00:00:00+02:00,1907-05-10,,{Ontario|Ottawa|Canada}
Sammy Godin,1907-01-01T00:00:00+02:00,1907-09-20,male,{Ontario|Canada|Rockland Ontario}
Doug Young (ice hockey),1908-01-01T00:00:00+02:00,1908-10-01,,{Alberta|Medicine Hat|Canada}
Ron Lyons,1908-01-01T00:00:00+02:00,1908-02-15,male,{Manitoba|Portage la Prairie|Canada}
Stan McCabe (ice hockey),1908-01-01T00:00:00+02:00,1908-06-16,,{Ontario|Ottawa|Canada}
Lawrence Northcott,1908-01-01T00:00:00+02:00,1908-09-07,,{Alberta|Canada|Calgary}
Art Giroux,1908-01-01T00:00:00+02:00,1908-06-06,male,{Alberta|Strathmore Alberta|Canada}
Mush March,1908-01-01T00:00:00+02:00,1908-10-18,male,{Saskatchewan|Silton Saskatchewan|Canada}
Benny Grant,1908-01-01T00:00:00+02:00,1908-07-14,,{Ontario|Owen Sound|Canada}
Walter Monson,1908-01-01T00:00:00+02:00,1908-11-29,male,{Manitoba|Winnipeg|Canada}
Andy Blair (ice hockey),1908-01-01T00:00:00+02:00,1908-02-27,,{Manitoba|Winnipeg|Canada}
Lloyd McIntyre,1908-01-01T00:00:00+02:00,1908-05-13,male,{New Brunswick|Canada|Chatham New Brunswick}
Frank Daley,1908-01-01T00:00:00+02:00,{1908-08-22|1909-08-22},,{Ontario|Port Arthur Ontario|Canada}
Normie Smith,1908-01-01T00:00:00+02:00,1908-03-18,,{Ontario|Toronto|Canada}
Wilfie Starr,1908-01-01T00:00:00+02:00,1908-07-22,male,{Manitoba|Saint Boniface Winnipeg|Canada}
D'Arcy Coulson,1908-01-01T00:00:00+02:00,1908-02-17,male,{Ontario|Canada|Greater Sudbury}
Jack Howard (ice hockey),1909-01-01T00:00:00+02:00,1909-10-15,male,{Ontario|London Ontario|Canada}
Hal Picketts,1909-01-01T00:00:00+02:00,1909-04-22,male,{Saskatchewan|Canada|Asquith Saskatchewan}
Des Roche,1909-01-01T00:00:00+02:00,1909-02-01,male,{Ontario|Canada|Kemptville}
Art Coulter,1909-01-01T00:00:00+02:00,1909-05-31,male,{Manitoba|Winnipeg|Canada}
Red Horner,1909-01-01T00:00:00+02:00,{1909-05-28|1909-05-29},male,{Ontario|Canada|Lynden Ontario}
Al Huggins,1909-01-01T00:00:00+02:00,1909-12-21,male,{Ontario|Toronto|Canada}
Dave Downie,1909-01-01T00:00:00+02:00,1909-03-11,male,{Ontario|Burk's Falls Ontario|Canada}
Dave Kerr,1909-01-01T00:00:00+02:00,1909-01-11,,{Ontario|Toronto|Canada}
Bert Connelly,1909-01-01T00:00:00+02:00,1909-04-22,male,{Canada|Montreal|Quebec}
Bill Beveridge,1909-01-01T00:00:00+02:00,1909-07-01,,{Ontario|Ottawa|Canada}
Wally Kilrea,1909-01-01T00:00:00+02:00,1909-02-18,male,{Ontario|Ottawa|Canada}
Walter McCartney,1909-01-01T00:00:00+02:00,1909-04-26,male,{Saskatchewan|Canada|Weyburn}
Frank Jerwa,1910-01-01T00:00:00+02:00,{1909-03-15|1910-02-28},,{Alberta|Canada|Bankhead Alberta}
Charlie Conacher,1909-01-01T00:00:00+02:00,1909-12-20,male,{Ontario|Toronto|Canada}
Keith Campbell (ice hockey),1909-01-01T00:00:00+02:00,1909-09-21,male,{Ontario|Canada}
Jack Leswick,1910-01-01T00:00:00+02:00,1910-01-01,,{Saskatchewan|Canada|Humboldt Saskatchewan}
Gord Reid (ice hockey),1910-01-01T00:00:00+02:00,1910-02-19,male,{Ontario|Mount Albert Ontario|Canada}
Earl Roche,1910-01-01T00:00:00+02:00,1910-02-22,male,{Ontario|Prescott Ontario|Canada}
Ehrhardt Heller,1910-01-01T00:00:00+02:00,1910-06-02,,{Ontario|Kitchener Ontario|Canada}
Joe Beaton,1910-01-01T00:00:00+02:00,1910-06-18,,{Nova Scotia|Stellarton|Canada}
Aubrey Webster,1910-01-01T00:00:00+02:00,1910-09-25,,{Ontario|Kenora|Canada}
Red Spooner,1910-01-01T00:00:00+02:00,1910-08-24,,{Ontario|Port Arthur Ontario|Canada}
Dede Klein,1910-01-01T00:00:00+02:00,1910-01-13,male,{Saskatchewan|Saskatoon|Canada}
Gerry Shannon,1910-01-01T00:00:00+02:00,1910-10-25,male,{Ontario|Campbellford|Canada}
Glen Brydson,1910-01-01T00:00:00+02:00,1910-11-07,,{Ontario|Swansea Toronto|Canada}
Bert Peer,1910-01-01T00:00:00+02:00,1910-11-12,,{Ontario|Canada|Port Credit Ontario}
Bill Hudson (ice hockey),1910-01-01T00:00:00+02:00,1910-07-14,male,{Alberta|Canada|Calgary}
Bill Hutton,1910-01-01T00:00:00+02:00,1910-01-28,,{Alberta|Canada|Calgary}
Bill Thoms,1910-01-01T00:00:00+02:00,1910-03-05,male,{Ontario|Newmarket Ontario|Canada}
Bob Gracie,1910-01-01T00:00:00+02:00,1910-11-08,,{Ontario|North Bay Ontario|Canada}
Lorne Carr,1910-01-01T00:00:00+02:00,1910-07-02,,{Saskatchewan|Canada|Stoughton Saskatchewan}
Norman Collings,1910-01-01T00:00:00+02:00,1910-05-06,male,{Ontario|Canada|Bradford Ontario}
Ellis Pringle,1911-01-01T00:00:00+02:00,1911-08-31,male,{Ontario|Toronto|Canada}
Thomas Coulter (ice hockey),1911-01-01T00:00:00+02:00,1911-04-21,male,{Manitoba|Winnipeg|Canada}
Gordon Dailley,1911-01-01T00:00:00+02:00,1911-07-24,male,Canada
George Abbott (ice hockey),1911-01-01T00:00:00+02:00,1911-08-03,male,{Ontario|South Frontenac Ontario|Canada|Sydenham Ontario}
Tommy Ivan,1911-01-01T00:00:00+02:00,1911-01-31,male,{Ontario|Toronto|Canada}
Earl Seibert,1911-01-01T00:00:00+02:00,1911-12-07,,{Ontario|Kitchener Ontario|Canada}
Eddie Ouellette,1911-01-01T00:00:00+02:00,1911-03-09,,{Ontario|Ottawa|Canada}
Eddie Wiseman,1911-01-01T00:00:00+02:00,1911-12-28,male,{New Brunswick|Canada|Newcastle New Brunswick}
Ralph Bowman,1911-01-01T00:00:00+02:00,1911-06-20,,{Manitoba|Winnipeg|Canada}
Syd Howe,1911-01-01T00:00:00+02:00,{1911-09-18|1911-09-28},,{Ontario|Ottawa|Canada}
Teddy Saunders,1911-01-01T00:00:00+02:00,1911-08-29,male,{Ontario|Ottawa|Canada}
Bobby Lee (ice hockey),1911-01-01T00:00:00+02:00,1911-12-28,,{Verdun Quebec|Canada|Quebec}
Busher Jackson,1911-01-01T00:00:00+02:00,1911-01-17,male,{Ontario|Toronto|Canada}
Buzz Boll,1911-01-01T00:00:00+02:00,1911-03-06,male,{Ontario|Saskatchewan|Fillmore Saskatchewan|Canada|Orangeville Ontario}
Jean Bourcier,1911-01-01T00:00:00+02:00,1911-01-03,,{Canada|Montreal|Quebec}
Flash Hollett,1911-01-01T00:00:00+02:00,1911-04-13,,{Nova Scotia|Canada|North Sydney Nova Scotia}
Nels Crutchfield,1911-01-01T00:00:00+02:00,1911-07-12,male,{Brome Lake Quebec|Canada|Quebec}
Charlie Sands (ice hockey),1911-01-01T00:00:00+02:00,1911-05-23,,{Ontario|Canada|Fort William Ontario}
Toe Blake,1912-01-01T00:00:00+02:00,1912-08-21,male,{Ontario|Walden Ontario|Canada}
Lynn Patrick,1912-01-01T00:00:00+02:00,1912-02-03,male,{British Columbia|Victoria British Columbia|Canada}
Harvey Stapleford,1912-01-01T00:00:00+02:00,1912-02-25,male,{Ontario|Canada|Warwick Ontario}
Henry Dyck,1912-01-01T00:00:00+02:00,1912-09-05,,{Saskatchewan|Saskatoon|Canada}
Herb Cain,1912-01-01T00:00:00+02:00,1912-12-24,,{Ontario|Newmarket Ontario|Canada}
Larry Molyneaux,1912-01-01T00:00:00+02:00,{1912-01-09|1912-07-09},male,{Ontario|Sutton Ontario|Canada}
Red Anderson (ice hockey),1912-01-01T00:00:00+02:00,1912-12-13,male,{Ontario|Tillsonburg|Canada}
George Brown (ice hockey),1912-01-01T00:00:00+02:00,1912-05-17,male,{Manitoba|Winnipeg|Canada}
Gib Hutchinson,1912-01-01T00:00:00+02:00,1912-01-01T00:00:00+02:00,male,{Saskatchewan|Swift Current|Canada}
Bill Cowley,1912-01-01T00:00:00+02:00,1912-06-12,,{Bristol Quebec|Canada|Quebec}
Bob Davidson (ice hockey),1912-01-01T00:00:00+02:00,1912-02-10,,{Ontario|Toronto|Canada}
Walt Farrant,1912-01-01T00:00:00+02:00,1912-08-12,,{Ontario|Toronto|Canada}
Lou Bates,1912-01-01T00:00:00+02:00,1912-01-01T00:00:00+02:00,male,{Ontario|Ottawa|Canada}
Max Bennett (ice hockey),1912-01-01T00:00:00+02:00,1912-11-04,,{Ontario|Cobalt Ontario|Canada}
Ken Stewart (ice hockey),1912-01-01T00:00:00+02:00,1912-03-29,male,{Ontario|Port Arthur Ontario|Canada}
Kenneth Farmer,1912-01-01T00:00:00+02:00,1912-09-26,,{Canada|Westmount Quebec|Quebec}
Jack Forsey,1913-01-01T00:00:00+02:00,1913-11-17,,{Saskatchewan|Swift Current|Canada}
Tom Dewar,1913-01-01T00:00:00+02:00,{1913-06-10|1914-06-10},male,{Saskatchewan|Frobisher Saskatchewan|Canada}
Gordie Drillon,1913-01-01T00:00:00+02:00,1913-10-23,male,{Moncton|New Brunswick|Canada}
Don Deacon,1913-01-01T00:00:00+02:00,1913-06-02,male,{Canada|Shawinigan|Quebec}
Don Willson,1913-01-01T00:00:00+02:00,1913-01-13,male,{Ontario|Chatham-Kent|Canada}
Phil Bessler,1913-01-01T00:00:00+02:00,1913-12-09,male,{Saskatchewan|Canada|Melville Saskatchewan}
Phil Stein,1913-01-01T00:00:00+02:00,1913-09-13,,{Ontario|Toronto|Canada}
Nakina Smith,1913-01-01T00:00:00+02:00,1913-07-26,,{Ontario|West Nipissing|Canada}
Bert Gardiner,1913-01-01T00:00:00+02:00,1913-03-25,male,{Saskatchewan|Saskatoon|Canada}
Bryan Hextall,1913-01-01T00:00:00+02:00,1913-07-31,male,{Saskatchewan|Grenfell Saskatchewan|Canada}
Les Cunningham,1913-01-01T00:00:00+02:00,1913-10-04,male,{Alberta|Canada|Calgary}
Clint Smith,1913-01-01T00:00:00+02:00,1913-12-12,male,{Saskatchewan|Canada|Assiniboia Saskatchewan}
Irv McGibbon,1914-01-01T00:00:00+02:00,1914-10-11,,{Nova Scotia|Antigonish Nova Scotia|Canada}
Gordon Poirier,1914-01-01T00:00:00+02:00,1914-10-27,male,{Saskatchewan|Canada|Maple Creek Saskatchewan}
Gus Mancuso (ice hockey),1914-01-01T00:00:00+02:00,1914-04-11,,{Ontario|Niagara Falls Ontario|Canada}
George Allen (ice hockey),1914-01-01T00:00:00+02:00,1914-07-27,,{New Brunswick|Canada|Bayfield New Brunswick}
Patsy Guzzo,1914-01-01T00:00:00+02:00,1914-10-14,male,{Ontario|Ottawa|Canada}
Des Smith (ice hockey),1914-01-01T00:00:00+02:00,1914-02-22,male,{Ontario|Ottawa|Canada}
Turk Broda,1914-01-01T00:00:00+02:00,1914-05-15,,{Manitoba|Brandon Manitoba|Canada}
Joe Cooper (ice hockey),1914-01-01T00:00:00+02:00,1914-12-14,male,{Manitoba|Winnipeg|Canada}
Art Jackson,1915-01-01T00:00:00+02:00,{1914-11-19|1915-12-15},male,{Ontario|Toronto|Canada}
Ray Getliffe,1914-01-01T00:00:00+02:00,1914-04-03,male,{Ontario|Cambridge Ontario|Canada}
Reg Bentley,1914-01-01T00:00:00+02:00,1914-05-03,male,{Saskatchewan|Canada|Delisle Saskatchewan}
