name,birthYear,birthDate,gender,birthplace
Tommy Lockhart,1892-01-01T00:00:00+02:00,1892-03-21,male,
Seth Howander,1892-01-01T00:00:00+02:00,1892-10-06,male,
Speed Moynes,1892-01-01T00:00:00+02:00,1892-07-14,male,{Ontario|Lindsay Ontario|Canada}
Hap Holmes,1892-01-01T00:00:00+02:00,1892-02-21,male,{Ontario|Aurora Ontario|Canada}
Hec Fowler,1892-01-01T00:00:00+02:00,1892-10-14,,{Saskatchewan|Saskatoon|Canada}
Edmond Bouchard,1892-01-01T00:00:00+02:00,1892-05-24,,{Saint-Étienne-des-Grès Quebec|Canada|Quebec}
Edwin Gorman,1892-01-01T00:00:00+02:00,1892-09-25,male,{Canada|Buckingham Quebec|Quebec}
Raymond Bonney,1892-01-01T00:00:00+02:00,1892-04-05,male,
Punch Broadbent,1892-01-01T00:00:00+02:00,1892-07-13,,{Ontario|Ottawa|Canada}
Del Irvine,1892-01-01T00:00:00+02:00,1892-11-24,male,{Ontario|Barrie|Canada}
George Box (ice hockey),1892-01-01T00:00:00+02:00,1892-10-27,male,{Ontario|Renfrew Ontario|Canada}
George Carey (ice hockey),1892-01-01T00:00:00+02:00,1892-11-04,male,{Canada|Montreal|Quebec}
George O'Grady,1892-01-01T00:00:00+02:00,1892-06-08,male,{Canada|Montreal|Quebec}
George Rochon,1892-01-01T00:00:00+02:00,1892-05-24,male,{Ontario|Canada|East Hawkesbury}
Muzz Murray,1892-01-01T00:00:00+02:00,1892-10-01,male,{Michigan|Sault Ste. Marie Michigan}
Bill Laird,1892-01-01T00:00:00+02:00,1892-10-29,male,{Ontario|Cobourg|Canada}
Billy Coutu,1892-01-01T00:00:00+02:00,1892-03-01,,{Ontario|North Bay Ontario|Canada}
Bobby Hewitson,1892-01-01T00:00:00+02:00,1892-01-23,male,
Leo Cook,1892-01-01T00:00:00+02:00,1892-12-04,male,{Ontario|Canada|Communities in Norfolk County Ontario}
Leo Reise,1892-01-01T00:00:00+02:00,1892-06-07,male,{Ontario|Pembroke Ontario|Canada}
Frank Heffernan,1892-01-01T00:00:00+02:00,1892-01-12,,{Ontario|Canada|Peterborough Ontario}
Hobey Baker,1892-01-01T00:00:00+02:00,1892-01-15,male,{Pennsylvania|Bala Cynwyd Pennsylvania}
Hyacinthe Guevremont,1892-01-01T00:00:00+02:00,1892-01-22,male,{Sorel-Tracy|Canada|Quebec}
Charlie Reid (ice hockey),1892-01-01T00:00:00+02:00,1892-04-14,male,
Scotty Davidson,1892-01-01T00:00:00+02:00,1892-03-06,male,{Ontario|Canada|Kingston Ontario}
Charles Fortier,1892-01-01T00:00:00+02:00,1892-08-04,,Rockland Ontario
Charles Pletsch,1892-01-01T00:00:00+02:00,{1892-12-31|1893-12-31},male,{Ontario|Canada|Chesley Ontario}
Clint Benedict,1892-01-01T00:00:00+02:00,1892-09-26,male,{Ontario|Ottawa|Canada}
Cully Wilson,1892-01-01T00:00:00+02:00,1892-06-05,male,{Manitoba|Winnipeg|Canada}
Joseph Barss (ice hockey),1892-01-01T00:00:00+02:00,1892-02-27,male,{Chennai|Presidencies and provinces of British India}
Ivan Mitchell,1893-01-01T00:00:00+02:00,1893-07-09,male,{Manitoba|Winnipeg|Canada}
Jack Ingram (ice hockey),1893-01-01T00:00:00+02:00,1893-12-19,,
Emil Iverson,1893-01-01T00:00:00+02:00,1893-01-01T00:00:00+02:00,,
Fred McLean,1893-01-01T00:00:00+02:00,1893-03-16,,{New Brunswick|Lakeville Carleton County New Brunswick}
Roy Rickey,1893-01-01T00:00:00+02:00,1893-11-15,male,{Ontario|Ottawa|Canada}
Tommy McCarthy (ice hockey),1893-01-01T00:00:00+02:00,1893-04-12,,{Nova Scotia|St. Peter's Nova Scotia|Canada}
Tommy Murray (ice hockey),1893-01-01T00:00:00+02:00,1893-02-17,male,Buffalo New York
Joe Matte (ice hockey b. 1893),1893-01-01T00:00:00+02:00,1893-03-06,,
Barney Stanley,1893-01-01T00:00:00+02:00,1893-01-01,male,{Ontario|Canada|Paisley Ontario}
Phil Stevens (ice hockey),1893-01-01T00:00:00+02:00,1893-02-15,,{Saint-Lambert Quebec|Canada|Quebec}
Philippe Payot,1893-01-01T00:00:00+02:00,1893-12-21,male,
Bert McCaffrey,1893-01-01T00:00:00+02:00,1893-04-12,,{Ontario|Canada|Chesley Ontario}
Bullet Joe Simpson,1893-01-01T00:00:00+02:00,1893-08-13,male,{Manitoba|Canada|Selkirk Manitoba}
Victor Verschueren,1893-01-01T00:00:00+02:00,1893-04-19,male,
Walter Mummery,1893-01-01T00:00:00+02:00,1893-09-10,male,
Jocko Anderson,1893-01-01T00:00:00+02:00,{1893-04-10|1893-10-04},male,{Manitoba|Canada|St._Peters_Manitoba}
Alvin Fisher,1893-01-01T00:00:00+02:00,1893-01-05,male,{Ontario|Canada|Sault Ste. Marie Ontario}
Frank J. Selke,1893-01-01T00:00:00+02:00,1893-05-07,male,{Ontario|Kitchener Ontario|Canada}
Frank Nighbor,1893-01-01T00:00:00+02:00,1893-01-26,,{Ontario|Pembroke Ontario|Canada}
Howard McNamara,1893-01-01T00:00:00+02:00,1893-08-23,male,{Ontario|Canada}
Sammy Hebert,1893-01-01T00:00:00+02:00,1893-03-31,male,{Ontario|Ottawa|Canada}
Carl Battell,1893-01-01T00:00:00+02:00,1893-05-28,male,{Saskatchewan|Moose Jaw|Canada}
Erich Römer,1894-01-01T00:00:00+02:00,1894-06-02,male,
Ernie Parkes,1894-01-01T00:00:00+02:00,1894-11-04,,{British Columbia|Victoria British Columbia|Canada}
Gord Fraser (ice hockey),1902-01-01T00:00:00+02:00,{1894-03-03|1902-01-03},male,{Ontario|Pembroke Ontario|Canada}
Geoffrey Holmes,1894-01-01T00:00:00+02:00,1894-02-19,male,
Paul Jacobs (ice hockey),1894-01-01T00:00:00+02:00,1894-03-09,,{Canada|Montreal|Quebec}
Donald Unger,1894-01-01T00:00:00+02:00,1894-03-18,male,
Rod Smith (ice hockey),1894-01-01T00:00:00+02:00,1894-06-28,male,{Manitoba|Canada|Selkirk Manitoba}
Mickey MacKay,1894-01-01T00:00:00+02:00,1894-05-25,,{Ontario|Canada|Chesley Ontario}
Harold Greenwood (ice hockey),1894-01-01T00:00:00+02:00,1894-11-15,male,
Harry Helman,1894-01-01T00:00:00+02:00,1894-08-28,male,{Ontario|Ottawa|Canada}
Harry Meeking,1894-01-01T00:00:00+02:00,1894-11-04,male,{Ontario|Kitchener Ontario|Canada}
Helge Bostrom,1894-01-01T00:00:00+02:00,1894-01-09,male,{Manitoba|Winnipeg|Canada}
Jan Peka,1894-01-01T00:00:00+02:00,1894-07-27,male,
Einar Lundell,1894-01-01T00:00:00+02:00,1894-01-09,male,
Einar Svensson,1894-01-01T00:00:00+02:00,1894-09-27,male,
Babe Donnelly,1894-01-01T00:00:00+02:00,1894-12-22,male,{Ontario|Canada|Sault Ste. Marie Ontario}
Robert Benson (ice hockey),1894-01-01T00:00:00+02:00,1894-05-18,male,{Manitoba|Winnipeg|Canada}
Ted Stackhouse,1894-01-01T00:00:00+02:00,1894-11-02,male,
George Dudley,1894-01-01T00:00:00+02:00,1894-04-19,,
Moose Goheen,1894-01-01T00:00:00+02:00,{1894-02-08|1894-02-09},,{Minnesota|White Bear Lake Minnesota|United States}
Morley Bruce,1894-01-01T00:00:00+02:00,1894-03-07,male,{Ontario|North Gower|Canada}
Bert Corbeau,1894-01-01T00:00:00+02:00,1894-02-09,male,{Ontario|Penetanguishene|Canada}
Walter Byron,1894-01-01T00:00:00+02:00,1894-09-02,male,{Manitoba|Winnipeg|Canada}
Leth Graham,1894-01-01T00:00:00+02:00,1894-10-10,male,{Ontario|Ottawa|Canada}
Lloyd Andrews,1894-01-01T00:00:00+02:00,1894-11-04,,{Ontario|Tillsonburg|Canada}
Frank Smith (ice hockey),1894-01-01T00:00:00+02:00,1894-06-01,male,
Charlie Langlois,1894-01-01T00:00:00+02:00,1894-08-25,male,{Canada|Lotbinière Quebec|Quebec}
Clem Loughlin,1894-01-01T00:00:00+02:00,1894-11-15,male,{Manitoba|Canada|Carroll_Manitoba}
Corbett Denneny,1894-01-01T00:00:00+02:00,1894-01-25,male,{Ontario|Cornwall Ontario|Canada}
Jack Adams,1895-01-01T00:00:00+02:00,1895-06-14,male,{Ontario|Canada|Fort William Ontario}
Eric Carruthers,1895-01-01T00:00:00+02:00,1895-11-10,male,
Ernie Collett (ice hockey),1895-01-01T00:00:00+02:00,1895-03-03,male,{Ontario|Canada|York County Ontario}
Hamilton Jukes,1895-01-01T00:00:00+02:00,1895-05-28,male,
Rod Smylie,1895-01-01T00:00:00+02:00,1895-09-28,male,{Ontario|Toronto|Canada}
Mickey Roach,1895-01-01T00:00:00+02:00,1895-05-07,male,{Nova Scotia|Canada|Glace Bay Nova Scotia}
Herb Mitchell (ice hockey),1895-01-01T00:00:00+02:00,1895-01-04,male,
Duke Keats,1895-01-01T00:00:00+02:00,1895-03-21,,{Canada|Montreal|Quebec}
Edourad Filliol,1895-01-01T00:00:00+02:00,1895-12-16,male,
Einar Lindqvist,1895-01-01T00:00:00+02:00,1895-05-31,male,
Joseph McCormick (ice hockey),1895-01-01T00:00:00+02:00,1895-08-12,male,{Canada|Buckingham Quebec|Quebec}
Beattie Ramsay,1895-01-01T00:00:00+02:00,1895-12-12,,
Anthony Conroy,1895-01-01T00:00:00+02:00,1895-10-18,,
Red McCusker,1895-01-01T00:00:00+02:00,1895-01-01T00:00:00+02:00,male,
Reg Noble,1895-01-01T00:00:00+02:00,1895-06-23,,{Ontario|Collingwood Ontario|Canada}
Phat Wilson,1895-01-01T00:00:00+02:00,1895-12-29,,{Ontario|Port Arthur Ontario|Canada}
Alex McKinnon (ice hockey),1895-01-01T00:00:00+02:00,1895-04-17,male,
George Hainsworth,1895-01-01T00:00:00+02:00,1895-06-26,male,{Ontario|Toronto|Canada}
George Hardy (ice hockey),1895-01-01T00:00:00+02:00,1895-01-01T00:00:00+02:00,,{Alberta|Edmonton}
Glenn Smith,1895-01-01T00:00:00+02:00,1895-04-25,male,{Ontario|Canada|Woodstock Ontario}
Bill Cook,1895-01-01T00:00:00+02:00,1895-10-09,male,{Ontario|Brantford|Canada}
Bill Tobin (ice hockey),1895-01-01T00:00:00+02:00,1895-05-20,male,{Ontario|Ottawa|Canada}
Vilém Loos,1895-01-01T00:00:00+02:00,1895-09-20,male,
Allan Pickard,1895-01-01T00:00:00+02:00,1895-01-02,,
Amos Arbour,1895-01-01T00:00:00+02:00,1895-01-26,,{Ontario|Canada|Tay Ontario}
Frank Fredrickson,1895-01-01T00:00:00+02:00,1895-07-11,,{Manitoba|Winnipeg|Canada}
Howie Lockhart,1895-01-01T00:00:00+02:00,1895-03-21,,{Ontario|North Bay Ontario|Canada}
Charles Stewart (ice hockey),1895-01-01T00:00:00+02:00,1895-11-13,,{Ontario|Canada|Carleton Place}
Carl Josefsson,1895-01-01T00:00:00+02:00,1895-09-01,male,
Willard Rice,1895-01-01T00:00:00+02:00,1895-04-21,male,Newton Massachusetts
Cyril Weidenborner,1895-01-01T00:00:00+02:00,1895-03-30,,
John Morrison (ice hockey b. 1895),1895-01-01T00:00:00+02:00,1895-03-04,male,{Manitoba|Canada|Selkirk Manitoba}
Jack Mackell,1896-01-01T00:00:00+02:00,1896-04-12,male,{Ontario|Ottawa|Canada}
Lucjan Kulej,1896-01-01T00:00:00+02:00,1896-11-26,male,Danków Silesian Voivodeship
Paul Rivard,1896-01-01T00:00:00+02:00,1896-01-15,male,{Manitoba|Emerson Manitoba|Canada}
Percy Traub,1896-01-01T00:00:00+02:00,1896-08-23,,
Rodger Smith,1896-01-01T00:00:00+02:00,1896-07-26,male,{Ontario|Ottawa|Canada}
Ty Arbour,1896-01-01T00:00:00+02:00,1896-06-29,male,{Ontario|Canada|Tay Ontario}
Shorty Green,1896-01-01T00:00:00+02:00,1896-07-17,male,{Ontario|Canada|Greater Sudbury}
Herb Drury,1896-01-01T00:00:00+02:00,1896-03-02,,{Ontario|Midland Ontario|Canada}
Konrad Johannesson,1896-01-01T00:00:00+02:00,1896-08-10,male,{Manitoba|Glenboro Manitoba|Canada}
Léonhard Quaglia,1896-01-01T00:00:00+02:00,1896-01-01T00:00:00+02:00,,Chamonix
Laurie Scott (ice hockey),1896-01-01T00:00:00+02:00,1896-06-19,male,
Edward Pitblado,1896-01-01T00:00:00+02:00,1896-02-23,,
Ejnar Olsson,1896-01-01T00:00:00+02:00,1896-07-09,male,
John Langley (ice hockey),1896-01-01T00:00:00+02:00,1896-06-25,male,
René Savoie,1896-01-01T00:00:00+02:00,1896-02-09,male,
Albert Geromini,1896-01-01T00:00:00+02:00,1896-04-10,,
Alf Skinner,1896-01-01T00:00:00+02:00,1896-01-26,male,{Ontario|Toronto|Canada}
Dave Campbell (ice hockey),1896-01-01T00:00:00+02:00,1896-04-27,,{Lachute|Canada|Quebec}
David Säfwenberg,1896-01-01T00:00:00+02:00,1896-10-01,male,
George Tilghman,1896-01-01T00:00:00+02:00,1896-01-01T00:00:00+02:00,,
Georges Boucher,1896-01-01T00:00:00+02:00,1896-08-19,,{Ontario|Ottawa|Canada}
Gerry Geran,1896-01-01T00:00:00+02:00,1896-08-03,,{Holyoke Massachusetts|Massachusetts|United States}
Billy Cameron,1896-01-01T00:00:00+02:00,1896-12-05,,
Amby Moran,1896-01-01T00:00:00+02:00,1896-08-27,,
Merlyn Phillips,1896-01-01T00:00:00+02:00,1896-05-25,male,
Cecil Browne,1896-01-01T00:00:00+02:00,1896-02-13,,
Wilf Loughlin,1896-01-01T00:00:00+02:00,1896-02-28,male,
Jack Duggan,1897-01-01T00:00:00+02:00,1897-12-17,male,{Ontario|Ottawa|Canada}
Erik Burman,1897-01-01T00:00:00+02:00,1897-12-06,male,Stockholm
Gord Spence,1897-01-01T00:00:00+02:00,1897-07-25,male,{Ontario|Temiskaming Shores|Canada}
Fred Kearney,1897-01-01T00:00:00+02:00,1897-05-19,male,
Mezzi Andreossi,1897-01-01T00:00:00+02:00,1897-06-30,male,
Hector Lépine,1897-01-01T00:00:00+02:00,1897-12-07,male,
Henry Johansson,1897-01-01T00:00:00+02:00,1897-09-23,,
Jake Forbes,1897-01-01T00:00:00+02:00,1897-07-04,,{Ontario|Toronto|Canada}
John Brackenborough,1897-01-01T00:00:00+02:00,1897-02-09,male,
Archie Briden,1897-01-01T00:00:00+02:00,1897-07-16,male,{Ontario|Renfrew Ontario|Canada}
Art Gagné,1897-01-01T00:00:00+02:00,1897-10-11,male,{Ontario|Ottawa|Canada}
Pat Nolan (ice hockey),1897-01-01T00:00:00+02:00,1897-12-01,male,{Prince Edward Island|Charlottetown}
Red Dutton,1897-01-01T00:00:00+02:00,1897-07-23,male,{Manitoba|Russell Manitoba|Canada}
Albin Jansson,1897-01-01T00:00:00+02:00,1897-10-09,male,
George Carroll (ice hockey),1897-01-01T00:00:00+02:00,1897-06-03,,{Moncton|New Brunswick|Canada}
George McNaughton,1897-01-01T00:00:00+02:00,1897-04-04,male,
Gerald Munro,1897-01-01T00:00:00+02:00,1897-11-20,male,{Ontario|Canada|Sault Ste. Marie Ontario}
Bill Adams (ice hockey),1897-01-01T00:00:00+02:00,1897-03-29,male,{Ontario|Canada|Fort William Ontario}
Bobby Trapp,1897-01-01T00:00:00+02:00,1897-12-16,male,
Vernon Forbes,1897-01-01T00:00:00+02:00,1897-07-04,male,{Ontario|Toronto|Canada}
Jim Riley (ice hockey),1897-01-01T00:00:00+02:00,1897-05-25,male,
Jimmy Herbert,1897-01-01T00:00:00+02:00,1897-10-31,male,{Ontario|Canada|Cayuga Ontario}
Alphonse Lacroix,1897-01-01T00:00:00+02:00,1897-10-21,male,{Newton Massachusetts|Massachusetts|United States}
Flat Walsh,1897-01-01T00:00:00+02:00,1897-03-23,male,
Frank Brophy,1897-01-01T00:00:00+02:00,1897-03-12,male,{Quebec City|Canada|Quebec}
Nobby Clark (ice hockey),1897-01-01T00:00:00+02:00,1897-06-18,male,{Ontario|Orillia|Canada}
Clarence Boucher,1897-01-01T00:00:00+02:00,1897-11-01,male,
Clarence Dolson,1897-01-01T00:00:00+02:00,1897-05-23,male,
Abbie Newell,1897-01-01T00:00:00+02:00,1897-06-12,male,{Manitoba|Winnipeg|Canada}
Carl Erhardt,1897-01-01T00:00:00+02:00,1897-02-15,,{England|Beckenham}
Carson Cooper,1897-01-01T00:00:00+02:00,1897-07-17,,
Charles Fraser (ice hockey),1897-01-01T00:00:00+02:00,1897-07-22,,{Nova Scotia|Stellarton|Canada}
Wilf Talbot,1897-01-01T00:00:00+02:00,1897-06-03,male,{Canada|Montreal|Quebec}
Cyril Slater,1897-01-01T00:00:00+02:00,1897-03-27,male,
Emory Sparrow,1898-01-01T00:00:00+02:00,1898-09-15,male,{Manitoba|Hartney Manitoba|Canada}
Erik Abrahamsson,1898-01-01T00:00:00+02:00,1898-01-28,male,
Ernie Anderson (ice hockey),1898-01-01T00:00:00+02:00,1898-12-09,male,{Manitoba|Canada|Rural Municipality of St. Clements}
Louis Hudson,1898-01-01T00:00:00+02:00,1898-05-16,male,
Magnus Goodman,1898-01-01T00:00:00+02:00,1898-03-18,male,{Manitoba|Winnipeg|Canada}
Haldor Halderson,1898-01-01T00:00:00+02:00,1898-01-07,male,{Manitoba|Winnipeg|Canada}
Hammy Gillespie,1898-01-01T00:00:00+02:00,1898-08-23,male,{Manitoba|Winnipeg|Canada}
Georg Johansson (ice hockey),1898-01-01T00:00:00+02:00,1898-05-10,male,
Percy Galbraith,1898-01-01T00:00:00+02:00,1898-12-05,male,
Rube Brandow,1898-01-01T00:00:00+02:00,1898-10-16,male,{Manitoba|Canada|Selkirk Manitoba}
Mickey McGuire (ice hockey),1898-01-01T00:00:00+02:00,1898-07-07,male,{Ontario|Gravenhurst Ontario|Canada}
Mickey Murray,1898-01-01T00:00:00+02:00,1898-10-14,,{Ontario|Canada|Peterborough Ontario}
Stan Brown (ice hockey),1898-01-01T00:00:00+02:00,1898-05-09,male,{Ontario|North Bay Ontario|Canada}
Stan Jackson,1898-01-01T00:00:00+02:00,1898-08-27,male,{Nova Scotia|Parrsboro|Canada}
Harry Oliver (ice hockey),1898-01-01T00:00:00+02:00,1898-10-26,male,{Manitoba|Canada|Selkirk Manitoba}
Harry Watson (ice hockey born 1898),1898-01-01T00:00:00+02:00,1898-07-14,male,{Newfoundland Colony|St. John's Newfoundland and Labrador}
Henry Louis Hudson,1898-01-01T00:00:00+02:00,1898-05-16,male,
Marius Jaccard,1898-01-01T00:00:00+02:00,1898-03-27,male,
James Dunn (ice hockey),1898-01-01T00:00:00+02:00,1898-03-24,,
Joe Ironstone,1898-01-01T00:00:00+02:00,1898-06-28,male,
Babe Dye,1898-01-01T00:00:00+02:00,1898-05-13,male,{Hamilton Ontario|Ontario|Canada}
Reginald Spevak,1898-01-01T00:00:00+02:00,1898-02-21,male,
Sven Säfwenberg,1898-01-01T00:00:00+02:00,1898-05-21,male,
Syd Desireau,1898-01-01T00:00:00+02:00,1898-03-30,male,{British Columbia|Canada|Nelson British Columbia}
George Hay (ice hockey),1898-01-01T00:00:00+02:00,1898-01-10,male,{Ontario|Listowel Ontario|Canada}
Bill Brydge,1898-01-01T00:00:00+02:00,1898-10-23,male,{Ontario|Renfrew Ontario|Canada}
Billy Boyd (ice hockey),1898-01-01T00:00:00+02:00,1898-05-15,male,{Ontario|Belleville Ontario|Canada}
Bobby Joliat,1898-01-01T00:00:00+02:00,1898-04-25,,
Wally Elmer,1898-01-01T00:00:00+02:00,1898-01-01,male,
Frank Sullivan (ice hockey born 1898),1898-01-01T00:00:00+02:00,1898-07-26,male,
Charley McVeigh,1898-01-01T00:00:00+02:00,1898-03-29,male,{Ontario|Kenora|Canada}
Ching Johnson,1898-01-01T00:00:00+02:00,1898-12-07,male,{Manitoba|Winnipeg|Canada}
Chris Fridfinnson,1898-01-01T00:00:00+02:00,1898-06-14,male,{Manitoba|Canada|Baldur Manitoba}
Charles Fasel,1898-01-01T00:00:00+02:00,1898-05-21,,
Wilhelm Arwe,1898-01-01T00:00:00+02:00,1898-01-28,male,%C3%96lserud
Joseph Anthony Miller,1898-01-01T00:00:00+02:00,1898-10-06,male,{Ontario|South Dundas Ontario|Canada}
Jack Arbour,1899-01-01T00:00:00+02:00,1899-03-07,male,{Ontario|Canada|Tay Ontario}
Fred Auckenthaler,1899-01-01T00:00:00+02:00,1899-01-01T00:00:00+02:00,male,
Herb Stuart,1899-01-01T00:00:00+02:00,1899-03-30,male,{Ontario|Brantford|Canada}
Justin McCarthy (ice hockey),1899-01-01T00:00:00+02:00,1899-01-25,male,
Red Green (ice hockey),1899-01-01T00:00:00+02:00,1899-12-12,male,
Reg Reid,1899-01-01T00:00:00+02:00,1899-02-17,,
Rene Lafleur,1899-01-01T00:00:00+02:00,1899-03-21,,{Ontario|Ottawa|Canada}
Albert Pudas,1899-01-01T00:00:00+02:00,1899-02-17,male,{Grand Duchy of Finland|Siikajoki|Russian Empire}
Alex Gray (ice hockey),1899-01-01T00:00:00+02:00,1899-06-21,,{Scotland|United Kingdom of Great Britain and Ireland|Glasgow}
Bill Carson (ice hockey),1899-01-01T00:00:00+02:00,1899-11-25,male,{Ontario|Bracebridge Ontario|Canada}
Bill Holmes,1899-01-01T00:00:00+02:00,1899-03-09,,{Manitoba|Portage la Prairie|Canada}
Billy Boucher,1899-01-01T00:00:00+02:00,1899-11-10,,{Ontario|Ottawa|Canada}
Bob Davis (ice hockey),1899-01-01T00:00:00+02:00,1899-02-02,,{Lachine Quebec|Canada|Quebec}
Bob Hall (ice hockey),1899-01-01T00:00:00+02:00,1899-10-13,male,
Walter von Siebenthal,1899-01-01T00:00:00+02:00,1899-06-06,male,
Allan Woodman,1899-01-01T00:00:00+02:00,1899-03-11,male,{Manitoba|Winnipeg|Canada}
Leo Murray (ice hockey),1899-01-01T00:00:00+02:00,1899-08-24,male,
Lorne Carr-Harris,1899-01-01T00:00:00+02:00,1899-12-15,male,
Max Holzboer,1899-01-01T00:00:00+02:00,1899-01-01T00:00:00+02:00,male,{Geneva|Canton of Geneva}
Normand Shay,1899-01-01T00:00:00+02:00,1899-02-03,,
Hib Milks,1899-01-01T00:00:00+02:00,1899-04-01,,{Pontiac Quebec|Canada|Quebec}
Samuel Rothschild,1899-01-01T00:00:00+02:00,1899-10-16,male,{Ontario|Canada|Greater Sudbury}
A. Barr Snively,1899-01-01T00:00:00+02:00,1899-01-01T00:00:00+02:00,male,Waynesboro Pennsylvania
Wilbert Brown (ice hockey),1899-01-01T00:00:00+02:00,1899-08-24,male,
Jack Cameron (ice hockey),1900-01-01T00:00:00+02:00,1900-12-03,,
Luzius Rüedi,1900-01-01T00:00:00+02:00,1900-06-12,,
Gustaf Johansson (ice hockey),1900-01-01T00:00:00+02:00,1900-09-14,male,
Hal Hicks,1900-01-01T00:00:00+02:00,1900-12-10,male,{Sillery Quebec City|Canada|Quebec}
Fred Brown (ice hockey),1900-01-01T00:00:00+02:00,1900-09-15,male,
Fred Gordon,1900-01-01T00:00:00+02:00,1900-05-06,male,{Saskatchewan|Canada|Fleming Saskatchewan}
Pete Bellefeuille,1900-01-01T00:00:00+02:00,1900-10-16,,{Trois-Rivières|Canada|Quebec}
Roy Worters,1900-01-01T00:00:00+02:00,1900-10-19,,{Ontario|Toronto|Canada}
Stan Crossett,1900-01-01T00:00:00+02:00,1900-04-18,,{Ontario|Tillsonburg|Canada}
Herb Rhéaume,1900-01-01T00:00:00+02:00,1900-01-12,male,
Duke McCurry,1900-01-01T00:00:00+02:00,1900-06-13,male,{Ontario|Toronto|Canada}
Earl Campbell (ice hockey),1900-01-01T00:00:00+02:00,1900-07-23,male,{Canada|Buckingham Quebec|Quebec}
John Lyons (ice hockey),1900-01-01T00:00:00+02:00,1900-03-31,male,
Reg Mackey,1900-01-01T00:00:00+02:00,1900-05-07,male,{Ontario|North Gower Township Ontario|Canada}
Taffy Abel,1900-01-01T00:00:00+02:00,1900-05-28,male,{Michigan|Sault Ste. Marie Michigan|United States}
George Redding,1900-01-01T00:00:00+02:00,1900-03-06,male,
Billy Burch,1900-01-01T00:00:00+02:00,1900-11-20,,{Yonkers New York|United States|New York}
Billy Stuart,1900-01-01T00:00:00+02:00,1900-02-01,male,{Ontario|Toronto|Canada}
Birger Holmqvist,1900-01-01T00:00:00+02:00,1900-12-28,male,
Bunny Ahearne,1900-01-01T00:00:00+02:00,1900-11-19,,{Ireland|Wexford}
Vic Desjardins,1900-01-01T00:00:00+02:00,1900-07-04,male,
Włodzimierz Krygier,1900-01-01T00:00:00+02:00,1900-01-29,male,
Alva Sibbetts,1900-01-01T00:00:00+02:00,1900-12-29,male,{Manitoba|Canada|Forest_Manitoba}
Leo Quenneville,1900-01-01T00:00:00+02:00,1900-06-15,male,
Lorne Chabot,1900-01-01T00:00:00+02:00,1900-10-05,male,{Canada|Montreal|Quebec}
Francis Moore (ice hockey),1900-01-01T00:00:00+02:00,1900-10-29,male,
Norman Himes,1900-01-01T00:00:00+02:00,1900-04-01,male,
Charlie Cotch,1900-01-01T00:00:00+02:00,1900-02-21,,{Liepāja|Russian Empire}
Wilfred White (ice hockey),1900-01-01T00:00:00+02:00,1900-06-26,,{Ontario|Canada|Erin Ontario}
John Ross Roach,1900-01-01T00:00:00+02:00,1900-06-23,male,{Ontario|Port Perry|Canada}
Ernst Karlberg,1901-01-01T00:00:00+02:00,1901-10-12,male,
Louis Dufour,1901-01-01T00:00:00+02:00,1901-07-28,male,
Gord McFarlane,1901-01-01T00:00:00+02:00,1901-07-18,male,{Manitoba|Snow Lake Manitoba|Canada}
Roland Paulhus,1901-01-01T00:00:00+02:00,1901-09-01,male,{Sorel-Tracy|Canada|Quebec}
Hap Day,1901-01-01T00:00:00+02:00,1901-06-01,male,{Ontario|Owen Sound|Canada}
Herbert Plaxton,1901-01-01T00:00:00+02:00,1901-04-22,male,
Jaroslav Pušbauer,1901-01-01T00:00:00+02:00,1901-07-31,male,
Jean-Joseph Monnard,1901-01-01T00:00:00+02:00,1901-01-11,male,
Dunc Munro,1901-01-01T00:00:00+02:00,1901-01-19,male,{Scotland|United Kingdom of Great Britain and Ireland|Moray}
Eddie Rodden,1901-01-01T00:00:00+02:00,1901-03-22,male,
Aurèle Joliat,1901-01-01T00:00:00+02:00,1901-08-29,,{Ontario|Ottawa|Canada}
Arnold Martignoni,1901-01-01T00:00:00+02:00,1901-05-19,,
Ollie Reinikka,1901-01-01T00:00:00+02:00,1901-08-02,male,
Albert Hughes (ice hockey),1901-01-01T00:00:00+02:00,1901-05-13,male,{Ontario|Guelph|Canada}
Alfred Lépine,1901-01-01T00:00:00+02:00,1901-07-30,male,
Tadeusz Adamowski,1901-01-01T00:00:00+02:00,1901-11-19,,{Lausanne|Switzerland}
George Owen (ice hockey),1901-01-01T00:00:00+02:00,1901-02-12,male,{Hamilton Ontario|Ontario|Canada}
Gizzy Hart,1901-01-01T00:00:00+02:00,1901-06-01,,
Bob Taylor (ice hockey),1901-01-01T00:00:00+02:00,1901-08-12,,{Brookline Massachusetts|Massachusetts|United States}
Bonner Larose,1901-01-01T00:00:00+02:00,1901-02-14,male,
Vic Hoffinger,1901-01-01T00:00:00+02:00,1901-01-01,male,
Jesse Spring,1901-01-01T00:00:00+02:00,1901-01-18,,{Pennsylvania|Alba Pennsylvania|United States}
